fname,xgb,rf,ridge,xgb_rf_ridge
time_series-PG-1day.csv,0.044319316380941144,0.028397686171669937,2.765040771181996,0.027659356968361318
apparent_temperature_mean-2024-10-08.csv,0.03566842196685162,0.03897567447677077,0.7745039770806911,0.036078634298697926
time_series-CSCO-1day.csv,0.020414669236292406,0.016842866684953967,0.8850117808380397,0.0160009278649467
time_series-NEE-1day.csv,0.06198936663689925,0.02925661003835082,2.216248536940307,0.03803202371718536
time_series-TEL-1day.csv,0.024273562953254807,0.020563444884206923,3.397384502884395,0.01994855562883012
time_series-META-1day.csv,0.3062631669119948,0.3241399702284382,10.362871691845491,0.34454858942777666
time_series-SM-1day.csv,0.08652545071109297,0.07291917798687869,1.7620902816402946,0.06778545405240678
time_series-KO-1day.csv,0.01392330624092858,0.011875202818253888,0.6931898466422488,0.01158512852566126
time_series-UNH-1day.csv,0.020780525042521942,0.020344563509304622,10.097099803439212,0.022811914643659496
time_series-ADBE-1day.csv,0.04719859603290054,0.047003161307016324,11.974279528501848,0.058175782766521564
time_series-TXN-1day.csv,0.036902264640615814,0.02563228105969234,3.8758692736433016,0.02236089208547963
time_series-PFE-1day.csv,0.11404875149408632,0.08261091069780654,1.2170085012692877,0.06606602563263385
temperature_2m_min-2024-10-08.csv,0.023036162052795076,0.022648129159239264,0.6291696782276395,0.022395658614507374
time_series-GS-1day.csv,0.03489807801910236,0.037568020954336694,11.72726676526758,0.03193923944914335
time_series-SBUX-1day.csv,0.025231763977797955,0.024313241405299214,2.660862907908989,0.023086328599888382
time_series-TGT-1day.csv,0.06414547828326919,0.024718498883614194,4.323657265285505,0.03041732462307388
time_series-XOM-1day.csv,0.03452013149709923,0.02826581271989942,2.9034710710977865,0.026035178648044735
time_series-CRM-1day.csv,0.17943957109680217,0.18087144037307115,12.081785572297278,0.13658255280731704
temperature_2m_mean-2024-10-08.csv,0.027276572121759435,0.028683143816432215,0.5481181982891559,0.03167927225516048
time_series-SMC-1day.csv,0.03555528827045529,0.03683974643974188,1.0158757362413073,0.039054840121778005
temperature_2m_max-2024-10-08.csv,0.14982023238146272,0.1472109918844218,2.7380552509386513,0.13759287731103373
time_series-ABBV-1day.csv,0.029078654310595104,0.0269099549047734,3.849555116694036,0.024908644961861345
time_series-IBM-1day.csv,0.031167705082043758,0.03311961083259928,2.8218425622945973,0.02353508276455754
precipitation_sum-2024-10-08.csv,3734791783765588.5,1.0136599842667052e+16,3.784545776997349,6271470403188131.0
time_series-V-1day.csv,0.028744162286099623,0.023363621690975254,3.981457234616927,0.019189468322334344
time_series-AXP-1day.csv,0.040486819858921316,0.035454871725273625,5.874045687287953,0.03672531194422649
time_series-PYPL-1day.csv,0.09291178111363908,0.05052665888995293,3.7533141680050557,0.04781405848863124
time_series-NFLX-1day.csv,0.06026630899905191,0.0571901643644978,13.267210196307937,0.08407114999793323
time_series-GLO-1day.csv,0.015275393998894778,0.015759672993110735,0.14135552551266262,0.016940126863200036
time_series-RDS.A-1day.csv,0.025936253659016487,0.028370868437953636,1.4629800590680064,0.03027625149118518
time_series-TSLA-1day.csv,0.1650953081292997,0.10198629590934884,15.496597956034847,0.11795938955588794
time_series-BAC-1day.csv,0.03827214307732407,0.03663757906450008,1.081000158629172,0.0402503409178745
time_series-NKE-1day.csv,0.0315478212815793,0.04065294111907318,2.5172956355004072,0.02608035071887478
daylight_duration-2024-10-08.csv,0.0010209093252437353,0.005158535024774112,46.8946959077104,0.0039615375627835596
time_series-QCOM-1day.csv,0.07329899349755982,0.0357404671509037,4.9967886230578396,0.03584663832081688
time_series-MCD-1day.csv,0.04886953418325867,0.01995697547724163,6.923338898271703,0.02271399680166921
time_series-JPM-1day.csv,0.03184859825866673,0.030594155860345786,2.7960169417674727,0.028463663222497063
wind_speed_10m_max-2024-10-08.csv,0.4605582128490085,0.49782362863625296,7.388456538417602,0.5022010579416851
time_series-AAPL-1day (3).csv,0.15405266076211852,0.12187372323803848,3.77198962556559,0.11723482969048296
time_series-AC-1day.csv,0.030999854327932036,0.022576439009238086,0.9746513888696695,0.0238907831560734
time_series-MSFT-1day.csv,0.17904804646115202,0.17393649781330697,9.692728809764791,0.15511182931392328
rain_sum-2024-10-08.csv,3627019130634244.0,3608927572896174.0,2.8740772768563883,3353957358222681.0
time_series-AMZN-1day.csv,0.13749348643627832,0.14217628100649152,4.187091207110499,0.16966068637164472
time_series-NVDA-1day.csv,0.2943281708607235,0.2878547768779737,1.885035842677945,0.29907970573069376
time_series-PEP-1day.csv,0.024244171529541884,0.01729256420684942,2.9634005133887746,0.014922363954056073
time_series-GOOGL-1day.csv,0.20632501167270656,0.2089675165620886,3.8141394106992452,0.18891374715217704
time_series-DIS-1day.csv,0.052515929154703975,0.06503101924752278,4.283079066466235,0.039861599380233134
time_series-INTC-1day.csv,0.17107211213577025,0.06344483629939372,2.131377919115482,0.05757461464409021
time_series-LMT-1day.csv,0.040957908143273755,0.02604057167542319,10.212517669301787,0.029418358505472884
time_series-JNJ-1day.csv,0.021641569242938776,0.020808397190164692,3.1335868404373204,0.017119594248122826
