fname,xgb,rf,xgb_rf
temperature_2m_mean-precipitation_sum-2024-09-30.csv,0.0333893306223989,0.027948059803643076,0.025043839719577167
candy_production.csv,0.04678922406963778,0.05385554020763613,0.056581656545779756
