fname,ridge,rf,lr,dt,ridge_rf_lr_dt
D1637.csv,303.48526045935296,476.7606034475209,361.8596684858864,270.6781211354144,514.5977638405487
D3623.csv,23.313209825868515,25.602056045747837,23.268493782771017,18.244735415192253,17.341244899825636
