fname,ridge,rf,lr,dt,ridge_rf_lr_dt
D1637.csv,92103.30331608129,227300.67299964427,130942.41967671562,73266.64526139808,264810.8585496932
D3623.csv,543.5057523849723,655.4652737696134,541.4228029188536,332.8703703703704,300.71877467572864
