fname,ridge,rf,lr,dt,ridge_rf_lr_dt
D1637.csv,212.20191808603136,396.2352882643675,245.01496546428444,209.61866471734893,386.1723904539565
D3623.csv,17.771009290070296,20.360707641654766,17.71987893918679,12.37037037037037,13.252407374865808
