fname,ridge,lasso,enr,dt,ridge_lasso_enr_dt
D1637.csv,0.0262211570009933,0.037057835983635594,0.04508517814912189,0.02616802674107942,0.027573881081035187
D3623.csv,0.007914614995795667,0.008439651655021628,0.011559231220140374,0.005502652085862451,0.005221222082502265
D2052.csv,0.06394556104740229,0.16775496095410933,0.05754526830103767,0.06739881021837521,0.05268539932930796
D3618.csv,0.019117101505141582,0.022344207325417812,0.020483605189737297,0.01754896476476428,0.012961288125581378
D136.csv,0.2564735942133417,0.317216832417118,0.25624090613700473,0.1505552838215176,0.07338755166415428
D41.csv,0.08921806728090204,0.08939852083665452,0.08941420846370081,0.3491284657282545,0.08028051337003902
D1643.csv,0.09747542623186738,0.06392055339992499,0.06442391242683902,0.13624676484939993,0.05573041559934466
D2050.csv,0.014891445000319591,0.015269182334371374,0.015269207813099338,0.016483280970338788,0.01203712198048187
D2065.csv,0.016824791072857892,0.016828769764786658,0.016828769764786658,0.0242448511940364,0.009397088013670597
D32.csv,0.036568961223852406,0.04730689537010284,0.03738234668383188,0.03173086742935617,0.029016919596394776
D46.csv,0.04133073249557885,0.04186011379244201,0.041843219560242194,0.029245921707633533,0.026646222778454028
D162.csv,0.02767891079272931,0.02920757338185655,0.028227217886172783,0.02295155249454534,0.023063614544352257
D31.csv,0.036568961223852406,0.04730689537010284,0.03738234668383188,0.03173086742935617,0.029016919596394776
D2061.csv,0.01476759457124315,0.014762482355792325,0.014882464545755167,0.035381631439887574,0.014496329497772612
D176.csv,0.016124980354689643,0.015158650223460256,0.015440373290943821,0.03487283239156848,0.013194041976974973
D168.csv,0.015874752412983674,0.013729979137744538,0.013732303379729338,0.012761754116541025,0.011975486598619689
D3613.csv,0.031926931037926556,0.03196220711337924,0.031951616263470296,0.06214370667669886,0.03600392213920988
D2079.csv,0.029800653574813513,0.033124521345187445,0.033124521345187445,0.02004380638733294,0.010184580978661699
D2085.csv,0.23734450190356124,0.23734450190356124,0.23734450190356124,0.23734450190356124,0.23734450190356124
D2076.csv,0.03735878702090936,0.03723317560539074,0.03724805082057669,0.4814122037754677,0.04011937154498691
D3640.csv,0.017200409904910913,0.020888387506408517,0.020781386171065737,0.016750784193036935,0.018994611618024924
D154.csv,0.03674204599479804,0.043212844357403545,0.03957399136296248,0.034408806249868064,0.03151425810054587
D3596.csv,0.01575344751822812,0.021534263454707554,0.01610842696912721,0.01905864696685038,0.014636736731824033
D3620.csv,0.2717387315718716,0.2603781263016084,1.2718537529720142,0.01978707784925587,0.023055376308981593
D30.csv,0.021999126826615107,0.020895874554565104,0.023234427725648366,0.015021363347982625,0.013032963922324777
D3616.csv,0.015508248351511277,0.014944189082238856,0.014945023673793556,0.023878506763227964,0.015448462824788275
D1644.csv,0.0606044328088172,0.06515712365952914,0.06515713276310209,0.03921248901792994,0.040103592939874456
D1654.csv,0.07113687744886985,0.08137956140266984,0.10106773601210006,0.03914708596114924,0.04674049714305925
D1645.csv,0.019657634808065167,0.019670897452335724,0.019670929519372167,0.06481234303097674,0.017919313123077634
D174.csv,0.0091159359775879,0.00893098421214245,0.00895892379629115,0.012187032082558492,0.0090218894075713
D5.csv,0.012468875726341474,0.03637931331425454,0.0357788729200431,0.029858433614233564,0.0039843677087438925
D3644.csv,0.020474938089023197,0.020720723194967806,0.0216863484874827,0.01740984891280716,0.01611136635386046
D156.csv,0.05576539653726313,0.04603997317405588,0.04605763047518822,0.05784381959591371,0.030147509468233857
D132.csv,0.11790195071473092,0.13241891238381032,0.13396832747886867,0.25471807225954823,0.05761230304462741
D40.csv,0.01748885292950528,0.017425048554389228,0.017425048554389228,0.021727624569694865,0.016404648779037176
D3610.csv,0.20418341781920213,0.5161781756734491,0.4942010768522772,0.04952985796693047,0.04360572709161836
D3631.csv,0.012423948742217871,0.013490898518378902,0.012890626947362187,0.012818488517551343,0.010937911242609658
D169.csv,0.015454555503484131,0.01695639824158699,0.016903762799933563,0.014006700694978945,0.010609941572072209
D2046.csv,0.027173274984712947,0.027410121809521674,0.028068547509194484,0.03734254045491489,0.02657464109565518
D2047.csv,0.02150527552911525,0.019684859372335734,0.019483384407351634,0.021706188120424436,0.025495125227614455
D50.csv,0.0004231795419531026,0.00021785681020719286,0.00021793330140215737,0.0001756820518206535,0.00014804998536785706
D2041.csv,0.021283055030558613,0.021722803039775036,0.021722804974099667,0.057209517251888706,0.0162824042222314
D37.csv,0.14746489398203008,0.10258132235483888,0.10260117135764008,0.040395876059734034,0.032778486817034776
D151.csv,0.016119643473617967,0.022463236509541525,0.017109259987683877,0.018532183921696664,0.015381550692602247
D7.csv,0.371613171473984,0.4206185314502543,0.36001810043465843,0.2193685992733294,0.2760458894327627
D160.csv,0.021147806058958846,0.02351576843459537,0.02198073096569223,0.02448105583795514,0.015384495475316898
D2071.csv,0.013003082136399283,0.018705125816074832,0.016642957009913747,0.014510172612726769,0.012499819800894652
D2054.csv,0.038674061734778685,0.04409031245208365,0.044746924535373545,0.023902404522335448,0.020597570655455567
D148.csv,0.035942882371501,0.11498085302223567,0.058116592653605456,0.03791624627806926,0.034189522687485534
D164.csv,0.11337650279849329,0.08954961744288459,0.10046742617966406,0.08931688477880909,0.08854297814706823
D49.csv,0.09847541521955754,0.10145633284468877,0.10145570145147262,0.1064586830415036,0.5291979013829667
D1633.csv,0.01941165582100483,0.031409770211799026,0.03035127810986535,0.020563770428816748,0.018950016455270068
D3617.csv,0.024597446331543885,0.030482287044557323,0.029592366019046263,0.019743170946260522,0.016556573404131966
D27.csv,0.022279260330220374,0.022404350326565157,0.022396717554575694,0.11900099132666901,0.019517809068299707
D2040.csv,0.016929658778117224,0.021861148653715252,0.017245321138173016,0.018784007096113105,0.01528575050945176
D2077.csv,0.0887237892001816,0.08681750133798401,0.08579675665776984,0.483561424017947,0.07965835972383375
D2049.csv,0.018817542582405897,0.04071755072611794,0.03263795659455633,0.020421957133314742,0.018136267002120485
D155.csv,0.012554803591903026,0.011952964438375936,0.01188613333660588,0.01502109667396534,0.01148381234133472
D3627.csv,0.020019522773631483,0.06590199113290905,0.055728697069753946,0.02284436090678539,0.019714717347271277
D47.csv,0.010353239762439789,0.01658361432111563,0.016336905029706465,0.012466297891116591,0.009541430966276312
D2083.csv,0.08665956005955276,0.09311328110416935,0.09210076353997276,0.12091834376313286,0.04625099464615018
D3638.csv,0.013719556241414152,0.013718817941201408,0.01371963136771437,0.01799720369194308,0.01218533988988088
D131.csv,0.020857671155615,0.0831582518578152,0.059420426747123,0.019016233766233768,0.02540397366773406
D163.csv,0.023381027816199607,0.03504740210499538,0.031766031868827704,0.021651705785820263,0.022400132594357493
D3600.csv,0.02015783357061444,0.035830729970390024,0.03616459678601291,0.054798884280905,0.013975632498629192
D2059.csv,0.02055497927461057,0.02304999395802905,0.02015632440261962,0.032155564922693114,0.015084160905793571
D1623.csv,0.03396135782416787,0.07593415668153516,0.06399710807462769,0.0313334417310036,0.029800233511819395
D1642.csv,0.036915621239725076,0.03472616722071753,0.03472616722071753,0.059206808066711976,0.033353262846354426
D142.csv,0.019889045147725166,0.01988008691483657,0.0198791189033427,0.018356043076028217,0.018144158599463965
D165.csv,0.11338137276296667,0.08955264168138177,0.10046931982334803,0.08652131532089775,0.08856438345058384
