fname,xgb,lasso,dt,xgb_lasso_dt
D1656_D1657_D1658.csv,729.9339483351935,661.324658085931,82.0431768517535,673.4355061848959
D1660_D1661_D1662.csv,74.91483265269886,224.3844727816082,220.95530303030304,66.6878995028409
D2059_D2060_D2061.csv,739.411962890625,773.418285714286,59.623412061805226,776.8312779017857
D1615_D1616_D1617.csv,287.1600217013889,335.7417971493135,85.80555555555556,319.71183810763887
D49_D50_D51.csv,901.6219229736328,934.9946593238758,42.92199516630323,907.2397330322265
D1625_D1626_D1627.csv,2897.319814644608,2419.300066707496,452.9820261437909,2793.975030637255
D152_D153_D154.csv,6067.140385742187,5897.165700523097,318.77383836968903,5928.566191406249
D169_D170_D171.csv,6589.168998641305,7002.487151212071,531.3972727449021,6761.134394361414
D2075_D2076_D2077.csv,4108.880547223773,3448.385136304781,769.2415873015873,4105.445237513951
D3613_D3614_D3615.csv,5574.240676629739,5506.904784633247,55.32893923169491,5570.658433257557
D3619_D3620_D3621.csv,1216.652811686198,540.1094022085526,11.611529356061082,1235.4832051595051
D1632_D1633_D1634.csv,122.78666229248047,176.42696654254638,94.61749999999995,138.9144760131836
D168_D169_D170.csv,6596.349962092392,6816.304924824449,563.3985965453629,6627.347690523098
D3603_D3604_D3605.csv,1910.800162109375,1992.7278994107742,70.4769276815295,2041.4061038818359
D175_D176_D177.csv,5610.082720263672,5867.380061771569,323.9126657210236,5732.156713183594
D145_D146_D147.csv,4541.93167098999,4590.039013717662,33.64146904278372,4570.6760862731935
D15_D16_D17.csv,1898.252390136719,2074.406565334831,232.57583333333332,1948.8808142089845
D158_D159_D160.csv,921.9455050048828,895.2144404916119,119.48520833333328,927.488551574707
D1659_D1660_D1661.csv,4638.9685962818285,4623.107928240741,35.58683833495448,4620.092242205585
D2083_D2084_D2085.csv,1254.157894736842,1254.157894736842,2030.5263157894738,1254.157894736842
D46_D47_D48.csv,10264.186400222778,10264.19182763515,0.06817440476190484,10264.16565437317
D146_D147_D148.csv,3217.3656164550785,3084.777172197145,166.76042870295262,3065.352036132813
D2065_D2066_D2067.csv,1066.329541816086,1026.2505398151068,44.38155148800963,1046.431028272285
D37_D38_D39.csv,146.04169753502154,253.24592648730578,82.14088669950738,168.11902276400863
D2055_D2056_D2057.csv,313.72056361607144,330.4962467569404,24.149913373061995,318.57085658482146
D2044_D2045_D2046.csv,5036.047728271484,5177.721634877484,163.2336749482402,5232.2243457031245
D129_D130_D131.csv,1286.1449829101562,1349.835432691204,170.73214285714286,1328.3678283691406
D3630_D3631_D3632.csv,1166.6524251302083,1007.6392834971178,127.53128815628814,1133.7242963741987
D2074_D2075_D2076.csv,706.8121198381697,1516.050959292732,2737.1649659863947,691.9609479631696
D162_D163_D164.csv,265.0811361694336,205.3359260970406,106.83136862789986,326.23039611816404
D3639_D3640_D3641.csv,3639.920631875797,3499.069838761139,164.99659863945578,3750.539814851722
D1642_D1643_D1644.csv,2145.591667624081,2234.9784347092063,100.39883286647992,2062.46877154182
D1628_D1629_D1630.csv,2685.7586844308034,2675.8773282234865,157.7389987244898,2728.6989310128347
D3616_D3617_D3618.csv,353.84312693277997,342.944123771475,32.25035679910417,337.0452499389648
D1622_D1623_D1624.csv,5375.28973778258,5245.8614556159455,112.786907243328,5318.898193359375
D2057_D2058_D2059.csv,109.34039132254465,99.82438384780578,54.81666666666667,110.29715053013393
D154_D155_D156.csv,4177.8670654296875,4157.102074422512,287.06838736378666,4054.8537170410154
D1645_D1646_D1647.csv,246.96792542363556,292.206748407824,55.45288464309499,374.1038550148548
D170_D171_D172.csv,227.41227587890626,126.81058408846836,182.4521773124086,192.24223193359379
D4_D5_D6.csv,739.5611696243286,745.1983743971518,5.1815380431547595,738.4803218841553
D3636_D3637_D3638.csv,4783.832607581967,5070.702157144744,191.10139864689046,4743.858014216188
D2052_D2053_D2054.csv,2593.5011526925223,2576.954418545426,53.407142857142844,2618.0022739955357
D149_D150_D151.csv,1807.6086730957031,1991.7370219727193,129.46966413912827,1954.9613220214844
D3610_D3611_D3612.csv,7796.98386548913,7176.562704561808,409.7487632054141,7064.020904098732
D2077_D2078_D2079.csv,1189.051007080078,1172.114896333341,91.23250526261934,1164.7861419677733
D3600_D3601_D3602.csv,4148.399724273682,4131.411062664173,21.365864999612263,4127.424690704346
D1631_D1632_D1633.csv,2207.3884216308593,2195.3010000208515,199.02200484451987,2143.983465576172
D2070_D2071_D2072.csv,1095.0278041294644,1080.3358522879607,60.6490976903582,1125.3013671875
D1618_D1619_D1620.csv,1133.337646484375,1040.2018273338012,188.9944275867074,1021.793310546875
D3642_D3643_D3644.csv,1962.22904750279,2451.19903245999,514.4156710600907,2085.3831961495534
D1626_D1627_D1628.csv,158.15971156529017,158.82806442924195,132.5509184634272,164.4522705078125
D2078_D2079_D2080.csv,832.5169474283854,1020.7582258626265,137.3181703518444,887.3041737874349
D3625_D3626_D3627.csv,779.5411580403646,449.6707820171411,353.2239623802123,393.28472900390625
D2072_D2073_D2074.csv,339.034253329918,724.2450443367243,327.6057237149773,472.07620549436473
D36_D37_D38.csv,2686.5943224676726,2657.303902993558,78.42520525451557,2698.9043473868533
D2064_D2065_D2066.csv,1313.589847935268,1220.5117857142857,51.73559269753782,1257.0591559709821
D31_D32_D33.csv,3360.517687988281,3605.9069417816877,305.8936444533225,3519.351678466797
D40_D41_D42.csv,7104.775272253788,6881.064896473364,637.9246640430279,7125.133315577652
D3612_D3613_D3614.csv,8365.17334784836,8345.484249917503,21.038162666552413,8352.061459400615
